Redshift,K-band mag,K-band dmag
 0.175, 19.409, 0.095
 0.129, 17.594, 0.019
 0.121, 21.382, 0.487
 0.097, 21.883, 0.696
 0.185, 20.295, 0.205
 0.169, 18.154, 0.031
 0.096, 18.347, 0.037
 0.178, 19.159, 0.077
 0.187, 20.187, 0.187
 0.198, 21.699, 0.613
 0.175, 19.266, 0.084
 0.086, 15.202, 0.002
 0.173, 18.777, 0.054
 0.190, 19.110, 0.073
 0.072, 21.941, 0.723
 0.082, 19.122, 0.074
 0.187, 18.685, 0.050
 0.103, 20.632, 0.271
 0.187, 18.914, 0.062
 0.174, 15.465, 0.003
 0.196, 21.622, 0.580
 0.147, 18.245, 0.034
 0.140, 20.932, 0.345
 0.166, 18.538, 0.044
 0.125, 20.931, 0.345
 0.171, 19.203, 0.080
 0.171, 14.012, 0.001
 0.181, 21.457, 0.515
 0.131, 21.473, 0.521
 0.062, 16.598, 0.007
 0.162, 20.294, 0.205
 0.038, 16.010, 0.004
 0.134, 19.618, 0.115
 0.054, 20.120, 0.177
 0.178, 16.302, 0.006
 0.127, 21.581, 0.563
 0.156, 19.965, 0.155
 0.187, 15.657, 0.003
 0.169, 15.606, 0.003
 0.043, 20.208, 0.191
 0.197, 15.733, 0.003
 0.157, 21.946, 0.726
 0.199, 16.176, 0.005
 0.193, 21.910, 0.708
 0.049, 21.151, 0.409
 0.128, 21.015, 0.368
 0.162, 19.833, 0.138
 0.186, 17.948, 0.026
 0.056, 20.946, 0.349
 0.034, 20.226, 0.193
 0.105, 21.926, 0.716
 0.196, 15.128, 0.002
 0.179, 20.177, 0.186
 0.155, 15.141, 0.002
 0.062, 15.587, 0.003
 0.106, 14.826, 0.001
 0.199, 21.916, 0.711
 0.183, 20.625, 0.270
 0.165, 17.438, 0.016
 0.190, 19.010, 0.067
 0.051, 21.634, 0.585
 0.145, 19.482, 0.102
 0.162, 18.832, 0.057
 0.178, 19.903, 0.147
 0.154, 20.994, 0.362
 0.167, 17.465, 0.017
 0.185, 18.026, 0.028
 0.161, 19.631, 0.116
 0.174, 21.607, 0.574
 0.103, 20.820, 0.316
 0.189, 20.094, 0.173
 0.148, 20.554, 0.254
 0.141, 18.774, 0.054
 0.148, 21.236, 0.436
 0.110, 18.887, 0.060
 0.045, 21.899, 0.703
 0.143, 21.603, 0.572
 0.177, 21.938, 0.722
 0.126, 14.077, 0.001
 0.121, 21.553, 0.552
 0.164, 20.438, 0.231
 0.160, 16.438, 0.006
 0.140, 19.449, 0.099
 0.181, 20.087, 0.172
 0.193, 21.939, 0.723
 0.113, 20.395, 0.223
 0.174, 20.021, 0.163
 0.113, 21.758, 0.638
 0.120, 21.199, 0.424
 0.143, 20.774, 0.304
 0.199, 21.760, 0.639
 0.140, 21.880, 0.694
 0.113, 20.645, 0.274
 0.103, 21.438, 0.508
 0.173, 20.024, 0.163
 0.135, 16.988, 0.011
 0.145, 21.523, 0.540
 0.131, 13.591, 0.000
 0.175, 19.413, 0.096
 0.147, 20.200, 0.189
 0.147, 17.316, 0.014
 0.053, 20.724, 0.292
 0.136, 18.674, 0.050
 0.154, 21.598, 0.570
 0.195, 21.553, 0.552
 0.130, 20.547, 0.253
 0.198, 19.958, 0.154
 0.121, 21.748, 0.634
 0.075, 21.161, 0.412
 0.183, 21.309, 0.461
 0.106, 21.341, 0.472
 0.098, 18.648, 0.048
 0.182, 20.084, 0.172
 0.043, 21.840, 0.675
 0.200, 21.626, 0.581
 0.107, 17.087, 0.012
 0.085, 17.752, 0.021
 0.120, 17.567, 0.018
 0.188, 21.100, 0.393
 0.168, 18.833, 0.057
 0.200, 18.138, 0.031
 0.164, 21.705, 0.615
 0.151, 20.558, 0.255
 0.107, 20.640, 0.273
 0.061, 20.828, 0.318
 0.162, 19.950, 0.153
 0.136, 19.026, 0.068
 0.174, 20.406, 0.225
 0.128, 21.656, 0.594
 0.187, 21.745, 0.633
 0.177, 18.613, 0.047
 0.116, 21.780, 0.648
 0.152, 21.704, 0.615
 0.064, 13.481, 0.000
 0.151, 17.103, 0.012
 0.170, 18.551, 0.044
 0.168, 21.782, 0.649
 0.116, 18.240, 0.033
 0.179, 19.828, 0.138
 0.077, 21.610, 0.575
 0.170, 19.658, 0.119
 0.099, 17.719, 0.021
 0.138, 20.265, 0.200
 0.153, 21.675, 0.602
 0.040, 21.389, 0.490
 0.160, 21.726, 0.624
 0.135, 19.389, 0.094
 0.097, 19.391, 0.094
 0.129, 21.671, 0.601
 0.182, 18.614, 0.047
 0.087, 18.102, 0.030
 0.196, 20.480, 0.239
 0.063, 14.788, 0.001
 0.181, 19.274, 0.085
 0.099, 19.649, 0.118
 0.053, 17.028, 0.011
 0.161, 18.558, 0.045
 0.166, 20.610, 0.266
 0.179, 20.207, 0.191
 0.083, 21.411, 0.497
 0.168, 18.414, 0.039
 0.186, 15.756, 0.003
 0.077, 21.297, 0.457
 0.187, 20.988, 0.360
 0.116, 21.649, 0.591
 0.195, 21.132, 0.403
 0.116, 21.635, 0.585
 0.135, 17.358, 0.015
 0.089, 18.065, 0.029
 0.179, 13.372, 0.000
 0.049, 17.651, 0.020
 0.039, 18.750, 0.053
 0.165, 20.815, 0.314
 0.159, 20.750, 0.298
 0.137, 18.747, 0.053
 0.121, 21.229, 0.434
 0.127, 21.340, 0.472
 0.192, 21.802, 0.658
 0.105, 20.390, 0.222
 0.149, 19.778, 0.132
 0.032, 9.688, 0.000
 0.030, 20.348, 0.214
 0.150, 17.013, 0.011
 0.193, 21.323, 0.466
 0.162, 21.614, 0.577
 0.095, 15.607, 0.003
 0.194, 20.188, 0.188
 0.121, 21.410, 0.497
 0.155, 18.342, 0.037
 0.197, 17.797, 0.022
 0.082, 20.333, 0.212
 0.188, 15.385, 0.002
 0.145, 21.453, 0.513
 0.032, 17.451, 0.016
 0.082, 20.419, 0.228
 0.119, 21.876, 0.692
 0.197, 21.775, 0.646
 0.181, 20.013, 0.162
 0.088, 17.909, 0.025
 0.151, 20.868, 0.328
 0.113, 18.961, 0.064
 0.061, 18.794, 0.055
 0.197, 18.636, 0.048
 0.160, 21.395, 0.492
 0.170, 21.445, 0.510
 0.124, 20.881, 0.331
 0.196, 19.724, 0.126
 0.182, 20.876, 0.330
 0.063, 19.505, 0.104
 0.108, 18.676, 0.050
 0.193, 20.190, 0.188
 0.165, 21.573, 0.560
 0.180, 20.431, 0.230
 0.138, 19.086, 0.072
 0.186, 19.280, 0.085
 0.153, 19.487, 0.102
 0.195, 18.085, 0.029
 0.149, 20.175, 0.185
 0.100, 14.746, 0.001
 0.126, 21.780, 0.648
 0.176, 21.911, 0.709
 0.188, 21.931, 0.719
 0.131, 17.023, 0.011
 0.112, 15.157, 0.002
 0.130, 19.987, 0.158
 0.199, 20.082, 0.171
 0.063, 21.835, 0.673
 0.198, 20.114, 0.176
 0.130, 19.892, 0.146
 0.149, 18.860, 0.059
 0.144, 20.336, 0.212
 0.141, 20.782, 0.306
 0.062, 21.190, 0.422
 0.199, 19.914, 0.148
 0.184, 19.618, 0.115
 0.152, 18.529, 0.044
 0.168, 20.005, 0.160
 0.061, 11.155, 0.000
 0.168, 19.551, 0.108
 0.093, 20.822, 0.316
 0.197, 20.719, 0.291
 0.101, 21.434, 0.506
 0.148, 18.123, 0.030
 0.192, 21.667, 0.599
 0.161, 19.382, 0.093
 0.197, 20.653, 0.276
 0.161, 21.379, 0.486
 0.138, 19.619, 0.115
 0.143, 18.832, 0.057
 0.150, 18.788, 0.055
 0.180, 20.572, 0.258
 0.106, 19.504, 0.104
 0.043, 21.511, 0.535
 0.102, 20.688, 0.284
 0.152, 18.773, 0.054
 0.098, 19.464, 0.100
 0.063, 19.620, 0.115
 0.160, 21.484, 0.525
 0.179, 14.132, 0.001
 0.150, 19.745, 0.128
 0.073, 20.616, 0.268
 0.056, 20.930, 0.344
 0.175, 21.536, 0.545
 0.169, 20.790, 0.308
 0.130, 18.391, 0.038
 0.148, 20.495, 0.242
 0.090, 21.577, 0.562
 0.176, 19.716, 0.125
 0.136, 17.659, 0.020
 0.197, 17.446, 0.016
 0.152, 21.878, 0.693
 0.105, 20.530, 0.249
 0.094, 20.887, 0.333
 0.083, 20.475, 0.238
 0.155, 21.003, 0.365
 0.162, 18.062, 0.029
 0.139, 19.625, 0.115
 0.077, 17.967, 0.026
 0.039, 11.804, 0.000
 0.177, 20.730, 0.294
 0.073, 15.622, 0.003
 0.144, 20.919, 0.341
 0.115, 21.158, 0.411
 0.069, 14.470, 0.001
 0.197, 20.027, 0.163
 0.179, 21.681, 0.605
 0.129, 21.035, 0.374
 0.139, 20.331, 0.211
 0.189, 21.549, 0.550
 0.135, 21.560, 0.555
 0.079, 16.362, 0.006
 0.187, 21.088, 0.390
 0.189, 19.152, 0.076
 0.189, 21.010, 0.367
 0.097, 20.095, 0.173
 0.178, 20.930, 0.344
 0.053, 13.133, 0.000
 0.149, 21.995, 0.750
 0.108, 21.301, 0.458
 0.198, 19.774, 0.131
 0.198, 20.937, 0.346
 0.120, 19.606, 0.114
 0.029, 14.041, 0.001
 0.196, 17.881, 0.024
 0.193, 16.900, 0.010
 0.176, 21.963, 0.734
 0.154, 19.383, 0.093
 0.117, 18.556, 0.045
 0.135, 20.810, 0.313
 0.184, 18.662, 0.049
 0.144, 20.479, 0.239
 0.120, 21.913, 0.710
 0.130, 19.498, 0.103
 0.083, 17.769, 0.022
 0.142, 20.976, 0.357
 0.127, 21.025, 0.371
 0.089, 18.860, 0.059
 0.156, 21.684, 0.606
 0.141, 21.561, 0.555
 0.188, 21.103, 0.394
 0.144, 19.533, 0.107
 0.135, 20.737, 0.295
 0.055, 21.162, 0.413
 0.147, 14.360, 0.001
 0.178, 18.811, 0.056
 0.196, 19.353, 0.091
 0.110, 17.013, 0.011
 0.185, 19.127, 0.074
 0.100, 14.967, 0.002
 0.077, 21.998, 0.752
 0.191, 18.075, 0.029
 0.162, 21.848, 0.679
 0.188, 20.555, 0.255
 0.104, 17.163, 0.013
 0.162, 15.370, 0.002
 0.065, 20.051, 0.167
 0.183, 21.652, 0.592
 0.145, 20.637, 0.272
 0.080, 18.320, 0.036
 0.101, 18.294, 0.035
 0.193, 21.081, 0.387
 0.078, 19.339, 0.090
 0.162, 19.268, 0.084
 0.174, 21.048, 0.378
 0.189, 18.072, 0.029
 0.180, 16.493, 0.007
 0.071, 19.356, 0.091
 0.192, 18.918, 0.062
 0.141, 19.309, 0.087
 0.180, 21.392, 0.490
 0.171, 19.402, 0.095
 0.171, 21.210, 0.428
 0.148, 21.560, 0.555
 0.073, 21.045, 0.377
 0.074, 19.906, 0.147
 0.082, 18.979, 0.065
 0.196, 19.002, 0.067
 0.177, 20.917, 0.341
 0.179, 21.765, 0.641
 0.094, 18.854, 0.058
 0.176, 17.922, 0.025
 0.198, 21.977, 0.741
 0.191, 19.336, 0.090
 0.175, 18.971, 0.065
 0.163, 21.573, 0.560
 0.162, 20.861, 0.326
 0.192, 20.441, 0.232
 0.194, 19.452, 0.099
 0.099, 18.572, 0.045
 0.135, 21.552, 0.551
 0.146, 17.483, 0.017
 0.197, 18.598, 0.046
 0.176, 21.614, 0.577
 0.075, 20.463, 0.236
 0.175, 19.127, 0.074
 0.194, 15.158, 0.002
 0.096, 14.264, 0.001
 0.039, 11.683, 0.000
 0.176, 21.201, 0.425
 0.156, 16.203, 0.005
 0.179, 18.228, 0.033
 0.071, 21.884, 0.696
 0.072, 15.299, 0.002
 0.189, 17.296, 0.014
 0.171, 21.849, 0.680
 0.073, 15.173, 0.002
 0.160, 20.651, 0.275
 0.189, 14.945, 0.002
 0.082, 21.428, 0.504
 0.181, 21.993, 0.749
 0.178, 18.077, 0.029
 0.153, 16.274, 0.006
 0.056, 20.530, 0.249
 0.196, 19.771, 0.131
 0.095, 19.812, 0.136
 0.111, 18.743, 0.053
 0.124, 20.935, 0.346
 0.187, 21.175, 0.416
 0.163, 21.731, 0.626
 0.131, 21.453, 0.513
 0.136, 13.999, 0.001
 0.156, 21.174, 0.416
 0.184, 15.403, 0.002
 0.139, 21.510, 0.535
 0.196, 18.698, 0.051
 0.143, 21.725, 0.624
 0.046, 17.564, 0.018
 0.072, 21.456, 0.514
 0.195, 20.444, 0.232
 0.175, 20.648, 0.275
 0.081, 17.734, 0.021
 0.173, 16.549, 0.007
 0.138, 21.766, 0.642
 0.040, 13.985, 0.001
 0.141, 16.316, 0.006
 0.169, 21.273, 0.449
 0.199, 19.729, 0.126
 0.096, 20.480, 0.239
 0.129, 15.808, 0.004
 0.132, 16.286, 0.006
 0.174, 20.257, 0.199
 0.178, 21.091, 0.391
 0.194, 20.135, 0.179
 0.114, 16.543, 0.007
 0.134, 17.958, 0.026
 0.057, 20.271, 0.201
 0.180, 20.326, 0.211
 0.169, 21.694, 0.610
 0.139, 20.691, 0.284
 0.049, 19.776, 0.132
 0.170, 18.339, 0.037
 0.127, 19.476, 0.101
 0.163, 20.021, 0.163
 0.128, 21.000, 0.364
 0.079, 20.417, 0.227
 0.199, 21.785, 0.650
 0.092, 18.620, 0.047
 0.150, 20.864, 0.327
 0.178, 20.369, 0.218
 0.185, 21.473, 0.521
 0.088, 15.912, 0.004
 0.189, 21.062, 0.382
 0.162, 21.655, 0.594
 0.067, 19.596, 0.113
 0.154, 21.435, 0.506
 0.060, 20.765, 0.302
 0.155, 17.685, 0.020
 0.127, 17.755, 0.022
 0.164, 19.420, 0.096
 0.107, 16.413, 0.006
 0.135, 20.099, 0.174
 0.084, 19.099, 0.073
 0.046, 19.236, 0.082
 0.056, 20.209, 0.191
 0.104, 18.915, 0.062
 0.130, 18.003, 0.027
 0.166, 19.697, 0.123
 0.199, 21.963, 0.734
 0.175, 18.630, 0.048
 0.191, 19.891, 0.145
 0.188, 18.107, 0.030
 0.157, 21.877, 0.693
 0.193, 18.078, 0.029
 0.156, 21.960, 0.733
 0.182, 21.991, 0.748
 0.187, 18.683, 0.050
 0.145, 15.964, 0.004
 0.192, 21.739, 0.630
 0.176, 20.256, 0.198
 0.157, 18.089, 0.029
 0.186, 19.307, 0.087
 0.074, 21.635, 0.585
 0.197, 15.980, 0.004
 0.190, 21.557, 0.554
 0.165, 12.878, 0.000
 0.115, 20.696, 0.286
 0.157, 13.367, 0.000
 0.177, 21.572, 0.560
 0.164, 19.963, 0.155
 0.155, 21.579, 0.562
 0.143, 20.685, 0.283
 0.096, 12.509, 0.000
 0.085, 20.513, 0.246
 0.157, 21.917, 0.712
 0.136, 21.393, 0.491
 0.116, 17.855, 0.024
 0.065, 15.330, 0.002
 0.150, 14.483, 0.001
 0.194, 19.605, 0.113
 0.134, 18.286, 0.035
 0.180, 16.292, 0.006
 0.150, 21.692, 0.609
 0.061, 19.757, 0.130
 0.194, 20.019, 0.162
 0.164, 21.381, 0.487
 0.132, 21.257, 0.444
 0.174, 17.713, 0.021
 0.068, 18.119, 0.030
 0.115, 20.463, 0.236
 0.111, 18.770, 0.054
 0.167, 19.943, 0.152
 0.197, 17.429, 0.016
 0.200, 16.746, 0.009
 0.198, 14.502, 0.001
 0.083, 19.434, 0.098
 0.157, 21.981, 0.743
 0.193, 19.812, 0.136
 0.101, 21.439, 0.508
 0.155, 19.391, 0.094
 0.109, 20.528, 0.249
 0.048, 21.101, 0.394
 0.149, 20.055, 0.167
 0.164, 20.861, 0.326
 0.198, 21.861, 0.685
 0.077, 21.324, 0.467
 0.169, 20.842, 0.321
 0.194, 21.607, 0.574
 0.144, 20.481, 0.240
 0.147, 16.611, 0.008
 0.066, 20.101, 0.174
 0.186, 19.089, 0.072
 0.199, 20.866, 0.327
 0.170, 19.870, 0.143
 0.178, 21.744, 0.632
 0.091, 20.959, 0.352
 0.160, 21.465, 0.518
 0.196, 18.881, 0.060
 0.169, 21.344, 0.473
 0.177, 14.789, 0.001
 0.186, 20.904, 0.337
 0.168, 16.402, 0.006
 0.136, 17.332, 0.015
 0.104, 16.859, 0.009
 0.169, 21.981, 0.743
 0.091, 20.660, 0.277
 0.099, 20.079, 0.171
 0.182, 21.314, 0.463
 0.177, 17.469, 0.017
 0.153, 19.079, 0.071
 0.109, 18.292, 0.035
 0.180, 15.229, 0.002
 0.189, 20.275, 0.202
 0.101, 19.476, 0.101
 0.173, 19.940, 0.152
 0.168, 19.316, 0.088
 0.142, 17.225, 0.013
 0.169, 21.097, 0.392
 0.104, 18.771, 0.054
 0.179, 18.787, 0.055
 0.186, 18.574, 0.045
 0.165, 19.938, 0.151
 0.171, 19.935, 0.151
 0.149, 21.523, 0.540
 0.145, 19.220, 0.081
 0.131, 20.870, 0.328
 0.164, 19.067, 0.071
 0.199, 19.572, 0.110
 0.170, 17.764, 0.022
 0.112, 18.928, 0.062
 0.047, 21.469, 0.519
 0.113, 20.612, 0.267
 0.081, 21.430, 0.504
 0.149, 21.314, 0.463
 0.082, 18.860, 0.059
 0.068, 17.024, 0.011
 0.132, 21.619, 0.579
 0.057, 20.252, 0.198
 0.141, 19.582, 0.111
 0.096, 20.001, 0.160
 0.045, 15.924, 0.004
 0.159, 17.071, 0.012
 0.110, 20.428, 0.229
 0.132, 21.161, 0.412
 0.137, 17.895, 0.024
 0.173, 21.404, 0.495
 0.126, 12.683, 0.000
 0.149, 19.395, 0.094
 0.142, 21.491, 0.528
 0.157, 13.563, 0.000
 0.116, 21.964, 0.735
 0.077, 20.846, 0.322
 0.184, 16.084, 0.005
 0.194, 19.553, 0.108
 0.174, 21.633, 0.585
 0.096, 14.261, 0.001
 0.079, 20.665, 0.279
 0.144, 19.907, 0.147
 0.184, 14.419, 0.001
 0.189, 18.027, 0.028
 0.196, 20.451, 0.234
 0.141, 21.602, 0.572
 0.027, 13.519, 0.000
 0.130, 21.392, 0.491
 0.142, 20.870, 0.328
 0.046, 20.545, 0.252
 0.139, 21.144, 0.407
 0.177, 20.378, 0.220
 0.102, 19.542, 0.107
 0.149, 20.774, 0.304
 0.091, 14.021, 0.001
 0.104, 21.836, 0.673
 0.167, 20.652, 0.276
 0.111, 18.110, 0.030
 0.057, 17.843, 0.023
 0.182, 16.082, 0.005
 0.183, 14.866, 0.002
 0.199, 14.564, 0.001
 0.148, 18.505, 0.043
 0.109, 21.149, 0.408
 0.128, 21.838, 0.675
 0.186, 20.740, 0.296
 0.118, 21.946, 0.726
 0.164, 20.113, 0.176
 0.158, 15.936, 0.004
 0.085, 18.447, 0.040
 0.125, 18.264, 0.034
 0.091, 19.562, 0.109
 0.175, 14.827, 0.001
 0.048, 15.755, 0.003
 0.188, 18.054, 0.028
 0.135, 21.099, 0.393
 0.030, 21.026, 0.371
 0.195, 18.201, 0.032
 0.166, 21.375, 0.484
 0.134, 19.947, 0.153
 0.092, 17.147, 0.012
 0.186, 20.788, 0.308
 0.071, 14.724, 0.001
 0.190, 19.588, 0.112
 0.191, 19.780, 0.132
 0.094, 21.909, 0.708
 0.199, 21.395, 0.492
 0.163, 14.438, 0.001
 0.128, 18.994, 0.066
 0.198, 19.820, 0.137
 0.172, 20.934, 0.346
 0.089, 12.089, 0.000
 0.129, 21.403, 0.495
 0.168, 21.765, 0.642
 0.183, 20.317, 0.209
 0.048, 18.901, 0.061
 0.167, 21.133, 0.404
 0.174, 17.352, 0.015
 0.130, 13.001, 0.000
 0.172, 21.136, 0.404
 0.145, 18.762, 0.054
 0.132, 20.668, 0.279
 0.170, 19.858, 0.141
 0.080, 16.002, 0.004
 0.170, 19.223, 0.081
 0.123, 21.664, 0.598
 0.100, 16.521, 0.007
 0.191, 21.071, 0.385
 0.137, 19.949, 0.153
 0.143, 16.463, 0.007
 0.189, 19.014, 0.067
 0.100, 20.558, 0.255
 0.178, 20.373, 0.219
 0.168, 21.318, 0.464
 0.193, 20.057, 0.168
 0.071, 21.796, 0.655
 0.123, 20.146, 0.181
 0.175, 15.563, 0.003
 0.095, 19.974, 0.156
 0.083, 20.478, 0.239
 0.177, 18.241, 0.034
 0.150, 17.615, 0.019
 0.199, 18.913, 0.061
 0.126, 20.845, 0.322
 0.195, 16.861, 0.010
 0.141, 20.419, 0.227
 0.156, 21.401, 0.494
 0.118, 21.211, 0.428
 0.189, 21.774, 0.645
 0.186, 20.698, 0.286
 0.153, 17.164, 0.013
 0.144, 19.919, 0.149
 0.089, 21.348, 0.475
 0.071, 18.863, 0.059
 0.188, 21.568, 0.558
 0.143, 17.832, 0.023
 0.132, 20.641, 0.273
 0.144, 20.625, 0.270
 0.191, 19.250, 0.083
 0.114, 16.143, 0.005
 0.069, 13.036, 0.000
 0.159, 20.304, 0.207
 0.130, 19.173, 0.077
 0.129, 14.949, 0.002
 0.062, 18.652, 0.049
 0.136, 17.355, 0.015
 0.168, 18.525, 0.043
 0.100, 17.319, 0.014
 0.139, 21.700, 0.613
 0.175, 21.683, 0.605
 0.197, 21.333, 0.470
 0.075, 19.592, 0.112
 0.156, 17.911, 0.025
 0.085, 19.952, 0.153
 0.171, 19.950, 0.153
 0.124, 20.350, 0.215
 0.190, 19.374, 0.093
 0.093, 16.245, 0.005
 0.183, 16.144, 0.005
 0.163, 20.682, 0.282
 0.139, 17.756, 0.022
 0.189, 20.825, 0.317
 0.118, 19.807, 0.135
 0.196, 19.544, 0.108
 0.094, 18.149, 0.031
 0.179, 13.780, 0.001
 0.160, 19.383, 0.093
 0.181, 21.803, 0.658
 0.194, 20.326, 0.211
 0.152, 18.119, 0.030
 0.149, 15.255, 0.002
 0.150, 21.920, 0.713
 0.192, 18.901, 0.061
 0.194, 21.475, 0.522
 0.132, 19.926, 0.150
 0.192, 21.930, 0.718
 0.188, 20.202, 0.190
 0.119, 17.685, 0.020
 0.177, 20.767, 0.303
 0.163, 18.997, 0.066
 0.184, 20.886, 0.333
 0.120, 21.678, 0.603
 0.195, 21.839, 0.675
 0.195, 21.170, 0.415
 0.029, 18.843, 0.058
 0.046, 18.285, 0.035
 0.129, 20.821, 0.316
 0.098, 18.012, 0.027
 0.134, 20.932, 0.345
 0.139, 18.693, 0.050
 0.137, 18.953, 0.064
 0.129, 21.992, 0.748
 0.042, 16.805, 0.009
 0.184, 21.152, 0.409
 0.167, 19.903, 0.147
 0.148, 20.994, 0.362
 0.041, 14.693, 0.001
 0.159, 21.461, 0.516
 0.199, 18.405, 0.039
 0.159, 20.355, 0.216
 0.088, 15.697, 0.003
 0.088, 19.169, 0.077
 0.179, 19.559, 0.109
 0.183, 21.815, 0.664
 0.191, 18.212, 0.033
 0.068, 21.531, 0.543
 0.186, 21.137, 0.405
 0.179, 21.365, 0.481
 0.114, 13.466, 0.000
 0.054, 21.007, 0.366
 0.191, 21.148, 0.408
 0.198, 19.088, 0.072
 0.120, 16.602, 0.008
 0.149, 20.345, 0.214
 0.154, 19.914, 0.148
 0.164, 20.472, 0.238
 0.064, 21.594, 0.568
 0.146, 20.995, 0.363
 0.098, 16.663, 0.008
 0.125, 16.355, 0.006
 0.128, 17.479, 0.017
 0.105, 19.380, 0.093
 0.111, 21.906, 0.707
 0.198, 21.694, 0.610
 0.186, 20.579, 0.260
 0.148, 19.628, 0.116
 0.144, 20.142, 0.180
 0.121, 21.737, 0.629
 0.198, 21.258, 0.444
 0.062, 18.717, 0.052
 0.120, 18.655, 0.049
 0.191, 17.995, 0.027
 0.199, 19.319, 0.088
 0.186, 21.841, 0.676
 0.179, 21.518, 0.538
 0.164, 19.994, 0.159
 0.171, 21.473, 0.521
 0.183, 21.052, 0.379
 0.106, 21.611, 0.575
 0.104, 20.130, 0.178
 0.120, 21.967, 0.736
 0.106, 21.597, 0.570
 0.182, 17.597, 0.019
 0.104, 15.035, 0.002
 0.091, 14.075, 0.001
 0.127, 18.126, 0.030
 0.166, 21.934, 0.720
 0.157, 18.239, 0.033
 0.168, 21.541, 0.547
 0.073, 12.603, 0.000
 0.197, 19.447, 0.099
 0.082, 17.644, 0.019
 0.178, 19.973, 0.156
 0.147, 18.764, 0.054
 0.152, 21.292, 0.455
 0.187, 21.717, 0.620
 0.089, 14.100, 0.001
 0.185, 18.306, 0.036
 0.141, 21.641, 0.588
 0.117, 17.051, 0.011
 0.171, 21.756, 0.637
 0.191, 19.472, 0.101
 0.106, 19.013, 0.067
 0.084, 19.855, 0.141
 0.139, 20.386, 0.221
 0.193, 18.461, 0.041
 0.105, 17.353, 0.015
 0.114, 21.879, 0.694
 0.091, 19.922, 0.149
 0.075, 21.931, 0.719
 0.120, 21.472, 0.520
 0.128, 19.362, 0.092
 0.105, 16.476, 0.007
 0.144, 19.146, 0.076
 0.139, 21.645, 0.590
 0.163, 21.666, 0.598
 0.134, 18.327, 0.036
 0.142, 19.301, 0.087
 0.179, 20.859, 0.326
 0.057, 18.792, 0.055
 0.132, 21.790, 0.653
 0.189, 19.179, 0.078
 0.063, 19.263, 0.084
 0.090, 19.566, 0.110
 0.164, 17.518, 0.017
 0.060, 20.511, 0.245
 0.141, 16.570, 0.007
 0.114, 19.575, 0.111
 0.062, 12.421, 0.000
 0.188, 18.546, 0.044
 0.142, 15.575, 0.003
 0.061, 12.816, 0.000
 0.086, 20.882, 0.332
 0.079, 20.328, 0.211
 0.192, 17.876, 0.024
 0.152, 20.933, 0.345
 0.129, 20.670, 0.280
 0.125, 20.488, 0.241
 0.156, 20.750, 0.298
 0.121, 15.642, 0.003
 0.093, 21.533, 0.544
 0.163, 21.032, 0.373
 0.117, 19.292, 0.086
 0.183, 19.146, 0.076
 0.062, 16.212, 0.005
 0.186, 21.590, 0.567
 0.116, 21.835, 0.673
 0.193, 21.499, 0.531
 0.126, 20.045, 0.166
 0.187, 21.069, 0.384
 0.114, 20.773, 0.304
 0.191, 16.999, 0.011
 0.146, 17.556, 0.018
 0.175, 21.942, 0.724
 0.136, 21.982, 0.744
 0.131, 21.585, 0.565
 0.179, 17.365, 0.015
 0.141, 19.233, 0.082
 0.194, 21.430, 0.505
 0.184, 20.096, 0.173
 0.153, 21.043, 0.376
 0.138, 18.879, 0.060
 0.069, 18.580, 0.046
 0.191, 21.302, 0.459
 0.131, 16.977, 0.011
 0.198, 20.693, 0.285
 0.078, 21.814, 0.663
 0.136, 15.039, 0.002
 0.191, 18.856, 0.058
 0.100, 18.893, 0.060
 0.084, 21.554, 0.552
 0.187, 19.861, 0.142
 0.157, 20.125, 0.178
 0.195, 18.796, 0.055
 0.122, 16.499, 0.007
 0.051, 18.528, 0.043
 0.136, 20.926, 0.343
 0.189, 19.068, 0.071
 0.167, 18.593, 0.046
 0.095, 21.053, 0.379
 0.160, 21.538, 0.546
 0.079, 21.217, 0.430
 0.151, 20.248, 0.197
 0.195, 17.551, 0.018
 0.189, 20.837, 0.320
 0.113, 21.906, 0.706
 0.034, 14.683, 0.001
 0.155, 16.724, 0.008
 0.149, 18.673, 0.050
 0.123, 19.625, 0.115
 0.180, 21.999, 0.752
 0.189, 19.348, 0.091
 0.189, 19.246, 0.083
 0.119, 16.908, 0.010
 0.079, 19.830, 0.138
 0.186, 17.403, 0.016
 0.063, 21.478, 0.523
 0.066, 18.348, 0.037
 0.177, 16.929, 0.010
 0.069, 21.189, 0.421
 0.170, 18.987, 0.066
 0.109, 18.669, 0.049
 0.055, 20.076, 0.170
 0.174, 19.416, 0.096
 0.182, 20.964, 0.354
 0.097, 19.057, 0.070
 0.153, 21.797, 0.656
 0.103, 17.702, 0.021
 0.140, 18.624, 0.047
 0.080, 21.228, 0.434
 0.144, 19.491, 0.103
 0.140, 16.651, 0.008
 0.101, 21.649, 0.591
 0.101, 20.082, 0.171
 0.080, 21.251, 0.442
 0.197, 19.712, 0.125
 0.152, 20.653, 0.276
 0.131, 19.108, 0.073
 0.079, 17.531, 0.018
 0.196, 19.113, 0.073
 0.085, 21.074, 0.386
 0.095, 17.043, 0.011
 0.176, 17.863, 0.024
 0.124, 17.963, 0.026
 0.169, 14.625, 0.001
 0.175, 18.900, 0.061
 0.099, 12.169, 0.000
